desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,plain,cave_0,cave_1,plain,plain,plain,water,water,plain,plain,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,plain,plain,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,cave_2,cave_3,plain,plain,plain,plain,water,plain,plain,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,plain,water,water,plain,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,water,water,water,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,plain,plain,plain,plain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,plain,water,water,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,plain,plain,plain,plain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,plain,water,water,plain,plain,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,plain,plain,sect_12_0,sect_12_1,glacier,plain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,tundra,tundra,tundra,tundra,tundra,tundra,tundra,water,water,tundra,tundra,plain,mountain,mountain,mountain,tundra,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,plain,water,water,water,water,plain,plain,plain,plain
desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,desert,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,sect_12_2,sect_12_3,plain,plain,glacier,glacier,plain,plain,plain,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,glacier,plain,tundra,tundra,tundra,plain,plain,water,water,water,water,tundra,plain,mountain,mountain,mountain,mountain,plain,tundra,tundra,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,volcano,plain,plain,plain,plain,plain,plain,plain,water,sea,sea,plain,plain,plain,plain
