plain,island,island,plain,island,island,plain,island,island,plain,island,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,sect_6_0,sect_6_1,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
island,island,plain,island,island,plain,island,island,plain,island,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,sect_6_2,sect_6_3,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
island,plain,island,island,plain,island,island,plain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,sea,sea,sea,sea,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
plain,island,island,plain,island,island,plain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,sea,sea,sect_12_0,sect_12_1,mountain,mountain,island,sea,sea,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,mountain,mountain,sea,sea,sea,sea,sea,sea,cave,cave,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
island,island,plain,island,island,plain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,sea,mountain,sect_12_2,sect_12_3,sea,sea,sea,sea,island,plain,sea,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,mountain,mountain,sea,sea,sea,sea,sea,sea,cave,cave,cave,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
island,plain,island,island,plain,island,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,mountain,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,mountain,mountain,sea,sea,sea,sea,sea,cave,cave_0,cave_1,cave,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
plain,island,island,plain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,sea,sea,plain,island,island,plain,island,island,plain,island,island,plain,mountain,mountain,mountain,mountain,mountain,sea,sea,cave,cave,cave_2,cave_3,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
island,island,plain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,cave,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
island,plain,island,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,sea,sea,sea,sea,sea,sea,sea,plain,island,island,mountain,island,island,sea,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,plain,island,island,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
plain,island,snow_mountain,city_305_0,city_305_1,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sect_10_0,sect_10_1,sea,island,island,sea,island,island,plain,island,island,plain,island,island,plain,island,island,plain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,water,water,sea,sect_7_0,sect_7_1,sea,sea,sea,sea,sea,sea,sea,sea
island,snow_mountain,snow_mountain,city_305_2,city_305_3,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,water,water,water,water,water,water,water,sea,sea,sea,sea,sea,sea,sea,sea,sea,mountain,sect_10_2,sect_10_3,sea,sea,sea,sea,sea,water,water,island,plain,sea,island,plain,island,island,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,water,sea,mountain,sect_7_2,sect_7_3,sea,sea,sea,sea,sea,sea,sea,sea
island,snow_mountain,plain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,water,water,water,water,water,water,water,water,water,water,water,water,water,sea,sea,sea,sea,sea,sea,water,sea,sea,water,water,water,sea,water,plain,sea,mountain,mountain,island,island,plain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea
snow_mountain,snow_mountain,snow_mountain,snow_mountain,island,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,snow_mountain,sea,sea,water,water,water,water,water,water,water,water,water,water,water,water,water,water,sea,water,sea,water,water,water,water,water,water,water,sea,sea,sea,mountain,mountain,mountain,mountain,sea,plain,island,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
island,island,plain,island,island,sea,sea,sea,sea,sea,snow_mountain,sea,island,island,island,island,island,island,island,island,island,island,sea,sea,sea,sea,water,water,water,water,water,water,sea,water,sea,forest,water,sea,sea,sea,mountain,mountain,mountain,mountain,mountain,mountain,island,island,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,sea,sea,sea,sea,sea,mountain,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
island,plain,island,island,plain,sea,sea,sea,cave_0,cave_1,sea,sea,island,island,island,island,island,island,island,island,island,island,island,island,island,sea,water,water,water,water,sea,sea,sea,sea,sea,forest,forest,forest,sea,sea,sea,mountain,mountain,mountain,mountain,sect_13_0,sect_13_1,sea,sea,sea,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,mountain,sea,sea,mountain,mountain,sect_4_0,sect_4_1,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea,sea
