102,102,102,102,102,102,102,102,102,102,102,118,108,108,108,108,108,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,406,406,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,111,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,102,102,102,102,102,102,102,102,102,108,108,108,108,108,108,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,406,406,116,116,116,116,116,116,116,116,116,116,116,116,116,111,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,102,102,102,102,102,102,102,108,108,108,108,108,-1,-1,-1,-1,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,111,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,102,102,102,102,102,102,108,108,108,108,108,-1,-1,412,412,412,412,104,-1,-1,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,116,116,116,116,116,116,116,116,116,116,116,116,116,116,111,111,-1,-1,-1,-1,-1,-1,204,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,102,102,102,102,102,108,108,108,108,108,108,-1,412,412,412,-1,-1,-1,-1,104,104,-1,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,116,116,116,116,116,116,116,116,116,116,116,116,116,111,111,-1,-1,-1,-1,-1,-1,204,204,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,102,102,102,102,102,108,108,108,108,108,108,412,412,412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,116,116,116,116,116,116,116,116,116,116,111,111,-1,-1,-1,-1,-1,204,204,204,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,102,102,102,108,108,108,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,-1,-1,116,116,116,116,116,116,116,116,116,116,111,111,111,111,111,-1,-1,204,204,204,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105
102,102,102,108,108,108,108,108,108,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,104,104,104,104,104,104,104,104,104,104,104,104,116,104,116,116,116,116,116,116,116,116,116,116,116,116,111,111,111,111,111,111,111,204,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,105,105,105,105
102,102,102,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,104,104,104,410,104,104,-1,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,111,111,111,111,111,111,111,111,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,-1,-1,105,105,105,105,105,105,105
102,102,108,305,305,108,108,108,108,108,108,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,410,410,-1,116,116,-1,116,116,116,116,116,116,116,116,116,116,116,116,111,111,111,111,111,111,111,111,111,111,111,111,111,-1,-1,-1,-1,-1,-1,-1,-1,105,105,105,407,407,105,105,105,105,105,105,105,105
102,108,108,305,305,108,108,108,108,108,108,108,108,108,108,106,106,106,106,106,106,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,410,410,410,-1,-1,-1,-1,-1,106,106,116,116,-1,116,116,116,116,111,111,111,111,111,111,111,111,111,111,111,111,111,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,105,407,407,407,105,105,105,105,105,105,105,105
102,108,108,108,108,108,108,108,108,108,108,108,108,108,106,106,106,106,106,106,106,106,106,106,106,106,106,-1,-1,-1,-1,-1,-1,106,-1,-1,106,106,106,-1,106,116,-1,107,107,116,116,116,111,111,111,111,111,111,111,111,111,111,111,111,111,111,-1,-1,-1,-1,-1,-1,-1,105,105,105,105,407,407,105,105,105,105,105,105,105,105,105
108,108,108,108,117,108,108,108,108,108,108,108,-1,-1,106,106,106,106,106,106,106,106,106,106,106,106,106,106,-1,106,-1,106,106,106,106,106,106,106,-1,-1,-1,107,107,107,107,-1,116,116,111,111,111,111,111,111,111,111,111,111,111,111,111,-1,-1,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
117,117,117,117,117,-1,-1,-1,-1,-1,108,-1,109,109,109,109,109,109,109,109,109,109,-1,-1,-1,-1,106,106,106,106,106,106,-1,106,-1,115,106,-1,-1,-1,107,107,107,107,107,413,116,116,111,111,111,111,111,111,111,111,111,111,111,-1,-1,-1,-1,-1,404,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
117,117,117,117,117,-1,-1,-1,201,201,-1,-1,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,106,106,106,106,-1,-1,-1,-1,-1,115,115,115,-1,-1,-1,107,107,107,107,413,413,-1,-1,-1,111,111,111,111,111,111,111,111,111,-1,-1,404,404,404,404,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
117,117,117,117,117,117,-1,-1,201,201,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,-1,106,106,-1,-1,-1,-1,-1,115,115,115,115,115,-1,107,107,107,107,413,413,-1,-1,-1,111,111,111,111,111,111,111,-1,-1,-1,-1,404,404,404,404,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
117,102,117,117,117,117,117,-1,201,-1,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,-1,106,106,106,-1,-1,-1,-1,115,115,115,115,115,-1,107,107,107,107,107,-1,-1,-1,-1,-1,-1,111,111,111,111,-1,-1,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
117,102,117,117,117,117,117,117,117,-1,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,106,106,106,-1,-1,-1,-1,115,115,115,115,115,115,-1,107,107,107,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,-1,106,106,106,110,-1,-1,-1,115,115,115,115,115,-1,107,107,107,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,106,106,106,110,110,-1,-1,-1,-1,115,115,-1,107,107,107,107,107,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,106,106,106,110,110,-1,-1,-1,-1,-1,-1,-1,-1,107,107,107,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,106,106,110,110,110,-1,-1,-1,-1,-1,-1,405,107,107,107,107,107,-1,-1,112,112,112,112,112,112,112,112,112,112,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,102,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,106,106,110,110,110,-1,301,-1,-1,-1,405,405,405,107,107,107,107,-1,-1,112,112,112,112,112,112,112,112,112,112,112,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,-1,106,106,110,110,110,301,301,301,-1,-1,405,405,107,107,107,107,107,107,-1,112,112,112,112,112,112,112,112,112,112,112,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,102,102,102,117,117,414,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,-1,-1,106,110,110,110,110,301,301,-1,-1,-1,-1,107,107,107,107,107,107,107,-1,112,112,112,112,112,112,112,112,112,112,112,112,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,117,414,414,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,-1,-1,106,110,110,110,110,110,301,-1,-1,-1,-1,107,107,107,107,107,107,107,-1,112,112,112,112,112,112,112,112,112,112,112,112,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,414,414,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,-1,-1,106,110,110,110,110,110,-1,-1,-1,-1,-1,107,107,107,107,107,107,107,107,112,112,112,112,112,112,112,112,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,109,109,109,408,408,106,106,110,110,110,110,-1,-1,-1,-1,-1,107,107,107,107,107,107,107,107,107,112,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,109,-1,408,408,408,106,110,110,110,110,110,-1,-1,-1,-1,107,107,107,107,107,107,107,107,107,107,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,-1,408,408,106,110,110,110,110,110,110,-1,-1,202,202,-1,107,107,107,107,-1,-1,-1,107,107,107,107,107,107,-1,107,-1,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,408,-1,106,110,110,110,110,110,110,110,110,202,202,-1,107,107,107,107,107,107,-1,-1,-1,-1,-1,-1,107,107,-1,-1,-1,401,401,401,105,105,105,105,207,207,207,105,105,105,105
102,102,102,102,102,102,102,102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,-1,-1,-1,106,106,110,110,110,110,110,110,202,202,202,-1,107,107,107,107,107,107,107,107,107,-1,-1,-1,-1,-1,-1,-1,-1,401,401,-1,105,105,105,105,207,207,105,105,105,105
102,102,102,102,102,102,102,102,102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,109,-1,-1,106,106,110,110,110,110,110,110,110,110,110,-1,-1,-1,107,107,107,107,107,107,107,107,107,107,107,107,-1,-1,-1,-1,-1,-1,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,102,102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,-1,-1,106,106,110,110,110,110,110,110,110,110,110,110,110,110,107,107,107,107,107,107,107,107,107,107,107,107,107,107,-1,-1,-1,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,102,102,102,102,102,102,302,302,302,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,109,-1,-1,106,106,106,110,110,110,110,110,110,110,110,110,110,110,110,-1,107,-1,-1,-1,107,-1,-1,-1,-1,107,107,107,107,-1,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,102,102,102,102,102,102,102,302,302,302,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,-1,-1,-1,106,106,-1,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,-1,-1,-1,-1,-1,-1,-1,-1,107,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,102,102,102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,-1,-1,106,106,106,-1,-1,-1,110,110,110,110,110,110,110,110,110,110,110,110,110,-1,-1,203,203,203,-1,-1,106,106,105,105,105,105,105,105,105,105,105
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,109,109,109,109,109,109,109,-1,-1,-1,106,106,-1,-1,303,303,303,110,110,110,110,110,110,110,110,110,110,110,-1,-1,203,203,106,106,106,106,106,105,105,105,105,105,105,105,105
